Carimbo de data/hora,Qual é o seu grau de escolaridade?,Em que ano você finalizou o ensino médio?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Você tem/teve contato com alguma linguagem de programação?,Quais linguagens de programação você já usou?,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Qual a importância que você atribui à Estatística? ,Qual a sua principal expectativa após a conclusão da graduação?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demora para chegar a Universidade?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
06/08/2023 13:25:22,Ensino superior,2018,Totalmente em escola particular,Ensino médio tradicional,Sim,Python,Sim,"Excel ou similares, Matlab",8,Aumento salarial e oportunidades mais promissoras,Feminino,178,66,14/06/2001,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Curitiba,Transporte público,20,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
05/08/2023 22:17:54,Ensino médio,2020,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,5,Seguir os estudos,Feminino,165,80,31/05/2003,"Bolsa (IC, PET, Monitoria ou outra modalidade da UFPR)","Pensão, quarto alugado ou algo similar",5,Região metropolitana,Transporte público,15,Não possuo,Outro,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
04/08/2023 19:42:21,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,9,Seguir os estudos,Feminino,161,51,19/10/2005,Não trabalho,Com os pais,1,Curitiba,Carona com o meu pai,20,Pássaro,Piano,Instagram,Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
03/08/2023 21:47:15,Ensino superior,2021,Totalmente em escola particular,Ensino médio tradicional,Sim,Python,Não,Nunca usei,8,Seguir os estudos,Masculino,169,79,03/09/2004,Não trabalho,Com os pais,1,Curitiba,Carro/moto próprio,35,"Cachorro, Gato","Violão, Guitarra","Facebook, Instagram, Linkedin, Outras",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
03/08/2023 16:22:05,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Feminino,162,69,11/10/2005,Não trabalho,Com os pais,1,Curitiba,Transporte público,120,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
03/08/2023 15:05:57,Ensino superior,2018,Totalmente em escola particular,Ensino médio tradicional,Sim,"C++, Python",Sim,"Excel ou similares, Matlab",10,Aumento salarial e oportunidades mais promissoras,Masculino,169,70,21/08/2000,Estágio,Com outros familiares,1,Curitiba,Transporte público,60,Gato,Guitarra,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,5,"Corrida, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",40
03/08/2023 14:21:55,Ensino médio,2003,Totalmente em escola pública,Ensino médio tradicional,Sim,C++,Sim,Excel ou similares,8,Aumento salarial e oportunidades mais promissoras,Feminino,172,75,25/05/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,Transporte público,45,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,1,Defesa pessoal (Kra Magá),"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
03/08/2023 11:52:56,Ensino Superior incompleto (cursando),2007,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Aumento salarial e oportunidades mais promissoras,Masculino,173,92,26/12/1989,Não trabalho,Com os pais,3,Curitiba,Carro/moto próprio,28,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin, Outras",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
03/08/2023 11:40:00,Ensino médio,2017,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,Python,Sim,Excel ou similares,7,Seguir os estudos,Feminino,164,51,31/03/1999,"Bolsa (IC, PET, Monitoria ou outra modalidade da UFPR)",Com os pais,1,Curitiba,Transporte público,60,Cachorro,Não toco nenhum instrumento,"Google+, Instagram",Sim,1,Corrida,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
02/08/2023 20:10:13,Ensino superior,2014,Totalmente em escola pública,Ensino médio tradicional,Sim,"R, Python",Sim,"R, Excel ou similares",10,Seguir os estudos,Masculino,172,86,12/11/1993,Trabalho com carteira assinada/Vínculo Formal,Com os pais,10,Curitiba,Transporte público,90,"Cachorro, Gato",Não toco nenhum instrumento,"Instagram, Linkedin",Não,2,"Corrida, Ciclismo","A da esquerda se chama Kiki, a da direita se chama Bouba.",33
02/08/2023 15:06:58,Ensino médio,2021,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,9,Conseguir um emprego,Masculino,183,73,01/07/2004,Não trabalho,"Pensão, quarto alugado ou algo similar",1,Interior do Paraná,Transporte público,23,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Outras",Sim,4,"Caminhada, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",40
02/08/2023 08:54:29,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,5,Aumento salarial e oportunidades mais promissoras,Masculino,190,84,27/02/2004,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Curitiba,Carro/moto próprio,50,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,6,Musculação,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
01/08/2023 20:01:48,Ensino superior,2013,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,4,Aumento salarial e oportunidades mais promissoras,Feminino,164,52,02/01/1995,Não trabalho,"Pensão, quarto alugado ou algo similar",1,Interior do Paraná,Transporte público,60,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
01/08/2023 17:39:22,Ensino médio,2002,"Parte em escola pública, parte em particular",Ensino médio tradicional,Sim,Python,Sim,"Excel ou similares, Matlab",10,Seguir os estudos,Masculino,171,76,28/12/1983,MILITAR DO EXÉRCITO,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Carro/moto próprio,15,Gato,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Sim,4,"Corrida, Ciclismo, Musculação, Natação, Futebol","A da esquerda se chama Bouba, a da direita se chama Kiki.",34
30/07/2023 23:31:10,Ensino médio,2020,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Conseguir um emprego,Masculino,168,96,04/07/2003,Não trabalho,"Pensão, quarto alugado ou algo similar",0,Interior do Paraná,Transporte público,40,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Outras",Não,0,Futebol,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
04/04/2023 13:59:29,Ensino médio,2017,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"C, C++, Python",Sim,"Excel ou similares, Matlab",10,Aumento salarial e oportunidades mais promissoras,Masculino,180,82,28/04/2000,Estágio,Com amigos,1,Curitiba,Transporte público,30,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Sim,6,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
03/04/2023 16:20:43,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,0,Conseguir um emprego,Feminino,160,63,14/02/2005,Estágio,Com os pais,2,Outro Estado,Transporte público,175,Cachorro,"Violão, Guitarra, Teclado, Piano","Twitter, Instagram",Não,3,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
03/04/2023 16:12:09,Superior cursando,2019,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Seguir os estudos,Prefiro não responder,175,67,20/10/2002,Trabalho por contrato,"Pensão, quarto alugado ou algo similar",0,Interior do Paraná,Transporte público,20,Gato,Outro,"Twitter, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
03/04/2023 10:28:48,Ensino superior,2010,Totalmente em escola particular,Ensino médio tradicional,Não,"C++, C#, Python",Sim,Excel ou similares,9,Conseguir um emprego,Masculino,163,89,30/11/1993,Não trabalho,Sozinho,1,Outro Estado,A pé,15,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
03/04/2023 06:08:40,Ensino médio,2019,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,9,Aumento salarial e oportunidades mais promissoras,Masculino,175,90,28/10/2002,Aprendiz ,Com outros familiares,4,Curitiba,Transporte público,75,Cachorro,Não toco nenhum instrumento,Instagram,Sim,5,"Corrida, Ciclismo, Musculação, Natação, Vôlei","A da esquerda se chama Kiki, a da direita se chama Bouba.",29
03/04/2023 00:25:18,Ensino médio,2019,Totalmente em escola particular,Ensino médio tradicional,Sim,Nunca usei,Não,Nunca usei,8,Conseguir um emprego,Masculino,170,74,31/05/2002,Trabalho ocasional,Com outros familiares,1,Curitiba,Carro/moto próprio,30,"Cachorro, Gato",Não toco nenhum instrumento,"Twitter, Instagram",Sim,5,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",0
02/04/2023 21:26:35,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,7,Seguir os estudos,Masculino,179,61,14/12/2005,Não trabalho,Com os pais,1,Interior do Paraná,Transporte público,60,Não possuo,Não toco nenhum instrumento,Outras,Não,5,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
02/04/2023 19:01:04,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,5,Ter uma vida o mais autossustentável possível usando o conhecimento e técnicas obtidas.,Feminino,170,47,24/02/2005,Não trabalho,"Pensão, quarto alugado ou algo similar",2,Outro País,A pé,15,Cachorro,Flauta,"Instagram, Outras",Sim,5,Caminhada,"A da esquerda se chama Bouba, a da direita se chama Kiki.",37
02/04/2023 13:49:15,Ensino médio,2022,Totalmente em escola particular,Fiz dois anos com técnico integrado em informática e no último ano desisti,Sim,"Java, SQL, JavaScript",Não,Nunca usei,6,Aumento salarial e oportunidades mais promissoras,Masculino,181,69,01/08/2005,Não trabalho,Com os pais,2,Curitiba,Transporte público,45,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Outras",Sim,3,"Ciclismo, Musculação, Natação","A da esquerda se chama Bouba, a da direita se chama Kiki.",18
02/04/2023 11:10:17,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Feminino,168,52,26/07/2005,Não trabalho,Com os pais,0,Curitiba,Transporte público,105,"Cachorro, Peixe, Tartaruga",Não toco nenhum instrumento,"Twitter, Google+, Instagram",Sim,2,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
02/04/2023 10:39:19,Ensino médio,2021,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Sim,Excel ou similares,10,Seguir os estudos,Feminino,170,53,14/03/2004,Não trabalho,"Pensão, quarto alugado ou algo similar",6,Outro Estado,Transporte público,30,"Cachorro, Outro",Não toco nenhum instrumento,"Twitter, Instagram, Linkedin, Outras",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",21
01/04/2023 23:42:32,Ensino superior,2004,Totalmente em escola pública,Ensino médio tradicional,Sim,JavaScript,Sim,Excel ou similares,10,Seguir os estudos,Masculino,170,73,14/11/1979,Não trabalho,Sozinho,1,Curitiba,Bicicleta,15,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,"Caminhada, Corrida, Ciclismo, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",16
01/04/2023 23:23:08,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,10,Conseguir um emprego,Masculino,177,65,16/08/2004,Não trabalho,Com outros familiares,2,Curitiba,Transporte público,40,Cachorro,Guitarra,"Facebook, Instagram, Outras",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",16
01/04/2023 22:10:53,Ensino médio,2020,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,9,Aumento salarial e oportunidades mais promissoras,Feminino,160,56,15/11/2003,Não trabalho,Com os pais,0,Curitiba,Transporte público,60,Pássaro,Violão,"Instagram, Outras",Sim,5,"Caminhada, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",32
01/04/2023 18:46:46,Ensino médio,2015,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Feminino,158,64,21/02/1998,Estágio,Com os pais,1,Outro Estado,Transporte público,90,Cachorro,Não toco nenhum instrumento,"Google+, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
01/04/2023 18:18:11,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Feminino,164,60,10/03/2005,Não trabalho,"Pensão, quarto alugado ou algo similar",0,Região metropolitana,Transporte público,45,"Cachorro, Gato",Violão,"Facebook, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
01/04/2023 17:34:19,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,7,Seguir os estudos,Feminino,168,60,16/06/2004,Não trabalho,Com os pais,4,Curitiba,Transporte público,50,"Cachorro, Pássaro, Peixe",Não toco nenhum instrumento,Instagram,Não,0,"Nenhuma, Caminhada","A da esquerda se chama Kiki, a da direita se chama Bouba.",40
01/04/2023 16:59:35,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Feminino,152,40,16/06/2005,Não trabalho,"Pensão, quarto alugado ou algo similar",1,Outro Estado,Transporte público,45,Não possuo,Piano,Instagram,Sim,2,"Caminhada, Pilates, ballet e cheerleading","A da esquerda se chama Kiki, a da direita se chama Bouba.",36
01/04/2023 14:01:32,Ensino médio,2021,Totalmente em escola pública,Ensino médio tradicional,Sim,Python,Não,Nunca usei,9,Aumento salarial e oportunidades mais promissoras,Feminino,160,50,29/11/2004,Não trabalho,Com os pais,0,Região metropolitana,Transporte público,60,"Cachorro, Gato, Pássaro",Teclado,"Facebook, Instagram",Sim,0,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
01/04/2023 13:59:34,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Sim,"Java, JavaScript, Html",Não,Excel ou similares,2,Abrir uma empresa,Masculino,184,91,14/05/2005,Não trabalho,Com os pais,2,Curitiba,Transporte público,75,Pássaro,Outro,"Twitter, Instagram, Outras",Sim,1,Vôlei,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
01/04/2023 12:55:20,Ensino médio,2018,"Parte em escola pública, parte em particular",Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,8,Conseguir um emprego,Masculino,179,75,01/02/2001,Não trabalho,Com os pais,1,Região metropolitana,Transporte público,120,"Cachorro, Gato",Não toco nenhum instrumento,"Instagram, Linkedin",Sim,5,"Caminhada, Corrida","A da esquerda se chama Kiki, a da direita se chama Bouba.",26
01/04/2023 12:09:56,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Feminino,166,75,20/12/2004,Não trabalho,Com os pais,1,Curitiba,Transporte público,60,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Outras",Sim,6,"Corrida, Musculação, muay thai","A da esquerda se chama Bouba, a da direita se chama Kiki.",27
01/04/2023 12:04:04,Ensino superior,2021,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"C, C++, Python",Sim,Excel ou similares,10,Conseguir um emprego,Masculino,198,81,17/06/2004,Não trabalho,Sozinho,1,Outro Estado,A pé,23,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,3,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
01/04/2023 10:33:41,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Sim,"Java, JavaScript, Linux Ubuntu",Sim,"SPSS, Excel ou similares",9,"Estar preparado para o mercado de trabalho ser empregador, não empregado",Masculino,175,65,21/08/2005,Não trabalho,Com os pais,1,Curitiba,Transporte público,60,Cachorro,"Violão, Piano",Instagram,Sim,5,Tennis,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
01/04/2023 00:42:12,Ensino médio,2016,Totalmente em escola pública,Ensino médio tradicional,Sim,"C, C++, Java",Não,Nunca usei,7,Seguir os estudos,Masculino,170,82,21/09/1999,Não trabalho,"Pensão, quarto alugado ou algo similar",4,Outro Estado,Transporte público,40,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Sim,4,"Caminhada, Corrida, Futebol","A da esquerda se chama Kiki, a da direita se chama Bouba.",27
31/03/2023 16:09:45,Ensino médio,2022,"Parte em escola pública, parte em particular",Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,9,Seguir os estudos,Masculino,182,78,14/03/2005,Não trabalho,Com os pais,1,Curitiba,Transporte público,50,"Cachorro, Gato",Não toco nenhum instrumento,"Instagram, Outras",Sim,4,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
31/03/2023 15:23:06,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Aumento salarial e oportunidades mais promissoras,Feminino,163,55,18/04/2005,Não trabalho,Com os pais,0,Curitiba,Transporte público,40,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Sim,7,"Caminhada, Corrida, Vôlei","A da esquerda se chama Kiki, a da direita se chama Bouba.",31
31/03/2023 11:01:24,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Conseguir um emprego,Masculino,168,56,31/01/2005,Não trabalho,Com os pais,1,Região metropolitana,Transporte público,80,Cachorro,Outro,Twitter,Sim,5,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",18
31/03/2023 10:09:23,Ensino médio,2017,Totalmente em escola pública,Ensino médio tradicional,Sim,"C, C++, Java",Sim,Excel ou similares,8,Conseguir um emprego,Masculino,187,78,08/08/2000,Trabalho ocasional,Com os pais,0,Região metropolitana,Carro/moto próprio,50,"Cachorro, Gato, Pássaro, Peixe, Outro",Outro,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,3,"Corrida, Futebol","A da esquerda se chama Kiki, a da direita se chama Bouba.",40
31/03/2023 09:45:51,Ensino médio,2019,"Parte em escola pública, parte em particular",Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Conseguir um emprego,Masculino,170,80,27/01/2002,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Região metropolitana,Carro/moto próprio,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,3,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
31/03/2023 09:31:12,Ensino médio,2016,Totalmente em escola particular,Ensino médio tradicional,Não,Python,Sim,"Excel ou similares, Matlab",10,Seguir os estudos,Masculino,186,92,09/10/1999,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,Carro/moto próprio,20,Não possuo,Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,5,"Caminhada, Corrida, Musculação, Vôlei, Basquete","A da esquerda se chama Kiki, a da direita se chama Bouba.",36
31/03/2023 01:14:00,Ensino Superior Incompleto,2019,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"Python, JavaScript",Sim,"Excel ou similares, PowerBI",10,Ter revisitado conceitos anteriores de gestão de dados e programação; continuar motivado e apto aos estudos da informática com aplicação ambiental/ geográfica e desenvolver a visão estatística adequada.,Masculino,178,105,12/10/2001,Não trabalho,"Pensão, quarto alugado ou algo similar",3,Interior do Paraná,Transporte público,20,Não possuo,Não toco nenhum instrumento,"Twitter, Linkedin",Sim,3,"Caminhada, Futebol, Calistenia. Aeróbico.","A da esquerda se chama Kiki, a da direita se chama Bouba.",36
31/03/2023 00:03:08,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,9,Conseguir um emprego,Masculino,163,60,07/09/2004,Não trabalho,Com os pais,2,Curitiba,Transporte público,35,Cachorro,"Violão, Guitarra, Outro","Twitter, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
30/03/2023 23:58:43,Ensino médio,2023,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Não,Nunca usei,Sim,Excel ou similares,10,Aumento salarial e oportunidades mais promissoras,Feminino,165,54,09/07/2005,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Interior do Paraná,Transporte público,75,Gato,Não toco nenhum instrumento,"Twitter, Instagram",Sim,1,Caminhada,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
30/03/2023 23:53:23,Ensino superior,2004,Totalmente em escola pública,Ensino médio tradicional,Sim,Java,Sim,Excel ou similares,9,Seguir os estudos,Masculino,170,71,14/11/1979,Não trabalho,Sozinho,1,Curitiba,Bicicleta,15,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,"Caminhada, Ciclismo, Musculação","A da esquerda se chama Bouba, a da direita se chama Kiki.",16
30/03/2023 23:44:55,Ensino superior,2006,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,5,Aumento salarial e oportunidades mais promissoras,Feminino,159,76,23/06/1989,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Carro/moto próprio,45,"Cachorro, Pássaro",Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,5,"Caminhada, Musculação","A da esquerda se chama Bouba, a da direita se chama Kiki.",31
30/03/2023 22:18:04,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,"uma carreira boa e proveitosa, dinheiro é consequência do profissional que me tornar",Masculino,180,68,04/05/2005,Não trabalho,Com os pais,1,Região metropolitana,a pé; transporte público.,60,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Caminhada, tênis de mesa","A da esquerda se chama Kiki, a da direita se chama Bouba.",33
30/03/2023 22:02:27,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Sim,Excel ou similares,10,Conseguir um emprego,Masculino,180,75,19/05/2004,Não trabalho,Com outros familiares,1,Outro Estado,Transporte público,45,Gato,Não toco nenhum instrumento,"Instagram, Outras",Sim,5,"Corrida, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",37
30/03/2023 21:57:35,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,"Nunca usei, ",Sim,Excel ou similares,8,Aumento salarial e oportunidades mais promissoras,Masculino,165,63,21/03/2003,Não trabalho,Com os pais,2,Região metropolitana,Serviço fretado de van/ônibus,1,"Cachorro, Gato",Outro,"Facebook, Twitter, Instagram",Sim,2,"Caminhada, Futebol, Vôlei","A da esquerda se chama Kiki, a da direita se chama Bouba.",25
30/03/2023 21:37:45,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,9,Conseguir um emprego,Masculino,176,62,21/09/2005,Não trabalho,Com os pais,0,Curitiba,Transporte público,45,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Outras",Sim,5,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
30/03/2023 20:50:00,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,10,Aumento salarial e oportunidades mais promissoras,Feminino,170,63,27/06/2005,Não trabalho,Sozinho,1,Interior do Paraná,Transporte público,15,"Cachorro, Gato",Não toco nenhum instrumento,"Twitter, Instagram",Sim,5,Musculação,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
30/03/2023 20:11:49,Ensino médio,2017,Totalmente em escola pública,Ensino médio tradicional,Sim,Python,Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Masculino,165,50,21/07/2000,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,Carro/moto próprio,30,Gato,Violão,Instagram,Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
30/03/2023 19:43:29,Ensino médio,2020,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,8,Seguir os estudos,Masculino,180,84,02/04/2003,Não trabalho,"Pensão, quarto alugado ou algo similar",1,Outro Estado,Transporte público,40,"Gato, Peixe, Outro",Não toco nenhum instrumento,Twitter,Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
30/03/2023 16:39:21,Ensino médio,2014,Totalmente em escola pública,Ensino médio tradicional,Sim,"C, C++",Sim,"Excel ou similares, Matlab",8,Aumento salarial e oportunidades mais promissoras,Masculino,180,102,05/05/1997,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,A pé,30,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,6,"Caminhada, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",48
30/03/2023 13:52:19,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"PHP, SQL, JavaScript",Não,Excel ou similares,10,Conseguir um emprego,Feminino,168,58,02/12/2004,Não trabalho,Com amigos,0,Interior do Paraná,Transporte público,50,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Nenhuma",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
30/03/2023 13:40:33,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"PHP, SQL, JavaScript",Não,Excel ou similares,10,Conseguir um emprego,Feminino,168,58,02/12/2004,Não trabalho,Com amigos,0,Interior do Paraná,Transporte público,50,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Outras",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
